X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
0.6117589371782143,0.820146708901352,-0.014303656900481798,0.8684732289496739,-0.11917916483717314,0.3580848578958944,0.04726807528475477,0.5088672845872197,0.04062794140206348,0.6250398367136999,0.5367667938339458,0.5465945008914032,0.6616495877624764,0.7258804107875854,0.2989342045027541,0.8639275273108736,0.493295653119587,0.584961137187276,0.32856983872402296,0.5750200357628127
0.5099630716434629,0.9580108615862176,0.08290377550693563,0.362066202845363,0.27267191307612815,0.09832987617158007,0.20101817353190182,0.6517422689022845,0.14515608915558112,0.9961051176511411,0.1875901861044454,0.47818237408068115,0.8962235681900963,0.9241903464724752,0.5121501308333267,0.8104819198781961,0.518273217281775,0.5854387815015174,0.38548998023331066,0.694387805193539
0.7579102430245848,0.9442798232831171,0.09525303298848066,0.5163383184018815,0.18869605224791225,0.42983383569682637,0.22346668567244943,0.4543475175843366,0.12460402173464658,1.1421745368422431,0.23367088316208437,0.3706211243000106,0.9622178241143307,0.9178035679481399,0.41295984267478364,0.8057961324459924,0.46013979807201855,0.5880754310741056,0.4261311635619647,0.7022974763114648
0.6151016872739156,1.0769630503222472,0.28374974901471256,0.7637905737288767,0.10721399889916519,-0.005483038940185675,0.05471521427400558,0.8534919026522905,0.21002588974172082,0.8467892431620715,0.1761390833403778,0.7294771408525704,0.7358403911511359,1.1028561190314403,0.5207648680751472,0.7093852498697628,0.45356050432400824,0.569355369138087,0.44395415704344415,0.4468422526689514
0.6054507038479151,0.9459751439732162,0.03201807508934945,0.7262752449096027,0.05789625736385633,0.37750358010814844,0.23753320954895366,0.4284465089530105,0.05987059878372285,0.9806327035146114,0.45392912325340595,0.456391498542594,0.5763994765824731,0.4757034631704353,0.49381070957884887,0.8747648902131189,0.5420662996057302,0.8394778165614727,0.5024988036348705,0.6131103345909026
0.639101931641659,0.8458333301287038,0.22877525608229932,0.34045160831886667,0.0005786636550384611,0.2389158751507418,0.3873977484117782,0.5598570885834534,0.03443642863915895,0.7961851149474466,0.32890464065115294,0.5458793770645228,0.9429089559318937,1.0004603914803742,0.4215653650815122,0.6119794906818956,0.005391120767241575,0.6855534196673438,0.317666612236821,0.9060354948433675
0.7359605961566913,1.0136212209235327,0.0436787380310911,0.8117357787241806,-0.038503935299835895,0.08763340373608758,0.44850205765603635,0.2763040474810906,0.1749413222364003,0.7963467214294679,0.5659990301067859,0.5742402072458378,0.8123584382544708,0.7498239293558998,0.5250440591032453,0.7220841140603296,0.241227531676445,0.7126670934281498,0.4764847338993775,0.7273746810557814
0.6368350741428741,0.863467877504076,0.256413045047576,0.37064781735270635,0.2503270011703756,0.20639672112492757,0.08467880075640513,0.7087076127871418,0.13849286161077973,0.940088451800221,0.19616928757596588,0.5202325021982799,0.6859487473209377,0.8412850053840013,0.3775739570984957,0.8861682038049968,0.5213074461042122,0.6607755165251851,0.4259519406266669,0.8836333642346801
0.6944056584603907,0.9163406154122309,0.18277174862510087,0.5960560828832152,0.041984633336016,0.26400156716014694,0.21526210868886428,0.42808825405547046,0.0936097382075539,0.9370691319019758,0.4665622458159432,0.5109436661238569,0.8107359117447427,0.7602845870730488,0.4213438337117106,0.7218235309034428,0.2886107893218644,0.7077476816861674,0.3331932925095819,0.7383783168886834
0.4564921209316295,0.9051136974599301,0.07934105970856409,0.611549240148097,0.18780099436469894,0.19667218881706497,0.3028947976112055,0.3362703488776199,0.13662981428600046,0.7740096792246657,0.43073829561536536,0.49828714944529934,0.777305767825483,0.9739064958043827,0.6256520328774482,0.6333123815814313,0.23653237400805685,1.013668095802271,0.4758607148464957,0.7142983440489998
